Artikelnummer;Produktnamn;Pris exkl. moms;KategoriID;Dölj produkt
PT1046A.attr1;"Pokal Emil - 4 storlekar";111,2000;"250";0
PT1046D;"";111,2000;;
PT1046D.grav30;"";143,2000;;
PT1046C;"";128,8000;;
PT1046C.grav50;"";168,8000;;
PT1046B;"";147,2000;;
PT1046B.grav50;"";187,2000;;
PT1046A;"";168,0000;;
PT1046A.grav50;"";208,0000;;
PT2020A;"Pokal CL Silver 600mm. Gravyr ingår";2640,0000;"186;251";0
PT2080C;"Pokal CL Guld - 3 storlekar Gravyr ingår";1272,0000;"186;251;283";0
PT2080A;"";1272,0000;;
PT2080B;"";920,0000;;
PT2080C;"";780,0000;;
PT7026.strk1;"Inga";224,0000;"197";0
PT7026;"";224,0000;;
PT7026.attr1;"";264,0000;;
PTBTY1810BL;"Blue Presentation box for wooden diploma";340,0000;"122";0
PTBTY1810BL.strk2;"";340,0000;;
PTBTY1912BL.strk1;"";428,0000;;
PTBTY1810RR;"Red Presentation box for wooden diploma";340,0000;"122";0
PTBTY1810RR.strk2;"";340,0000;;
PTBTY1912RR.strk1;"";428,0000;;
PTCR7180.strk1;"Segelbåt";1280,0000;"127;204";0
PTCR7180C;"";1280,0000;;
PTCR7180C.attr1;"";1400,0000;;
PTCR7180B;"";1000,0000;;
PTCR7180A;"";840,0000;;
PTCS01.strk1;"Vegas";1760,0000;"127";0
PTCS01;"";1760,0000;;
PTCS01.attr1;"";1840,0000;;
PTDG1-AFIS.strk1;"Gädda Jumping i Glas ";248,0000;"200";0
PTDG1-AFIS.attr1;"";248,0000;;
PTET18668BREA;"Arlanda 220mm. gravyr ingår";98,4000;"250";1
PTET18668BREA.grav;"";98,4000;;
PTET18668E.strk1;"Pokal Arlanda";224,0000;"250";0
PTET18668D;"";224,0000;;
PTET18668D.attr1;"";264,0000;;
PTET206B3E.strk1;"Pokal Rick - 5 storlekar ";120,0000;"250";0
PTET206B3A;"";120,0000;;
PTET206B3A.grav30;"";156,0000;;
PTET206B3B;"";144,0000;;
PTET206B3B.grav50;"";184,0000;;
PTET206B3C;"";172,0000;;
PTET206B3C.grav50;"";212,0000;;
PTET206B3D;"";208,0000;;
PTET206B3D.grav50;"";248,0000;;
PTET206B3E;"";264,0000;;
PTET206B3E.grav50;"";304,0000;;
PTET31964H.strk1;"Pokal Per";160,0000;"250";1
PTET31964C;"";160,0000;;
PTET32070H.strk1;"Pokal Maria";133,6000;"250";0
PTET32070C;"";133,6000;;
PTET32070C.attr1;"";173,6000;;
PTET32070F;"";160,0000;;
PTET32070F.attr1;"";200,0000;;
PTET32070H;"";204,0000;;
PTET32070H.attr1;"";244,0000;;
PTET34961H.strk1;"Pokal Inez";89,6000;"250";1
PTET34961A;"";89,6000;;
PTET34961A.attr1;"";129,6000;;
PTET35061F.attr1;"Pokal Katja - 5 storlekar";80,0000;"250";0
PTET35061A;"";80,0000;;
PTET35061A.grav40;"";112,0000;;
PTET35061C;"";104,0000;;
PTET35061C.grav50;"";144,0000;;
PTET35061F;"";128,0000;;
PTET35061F.grav50;"";168,0000;;
PTET35061H;"";176,0000;;
PTET35061H.grav50;"";216,0000;;
PTET35061J;"";212,0000;;
PTET35061J.grav50;"";252,0000;;
PTET35061F-L-FISK.strk1;"Fiskepokal med lock i mellanstorlek";184,0000;"200";0
PTET35061F-L-FISK;"";184,0000;;
PTET35061F-L-FISK.attr1;"";224,0000;;
PTET35061C-L-FISK;"";160,0000;;
PTET35061C-L-FISK.attr1;"";200,0000;;
PTET35061A-L-FISK;"";144,0000;;
PTET35061A-L-FISK.attr1;"";184,0000;;
PTET35162F.attr1;"Pokal Andre - 5 storlekar";80,0000;"250";0
PTET35162A.strk5;"";80,0000;;
PTET35162A.strk5.grav40;"";112,0000;;
PTET35162C.strk4;"";104,0000;;
PTET35162C.strk4.grav50;"";144,0000;;
PTET35162F.strk3;"";128,0000;;
PTET35162F.strk3.grav50;"";168,0000;;
PTET35162H.strk2;"";176,0000;;
PTET35162H.strk2.grav50;"";216,0000;;
PTET35162J.strk1;"";212,0000;;
PTET35162J.strk1.grav50;"";252,0000;;
PTET38601D.strk1;"Guld Pokaler Tess";124,0000;"250";1
PTET38601D.attr1;"";124,0000;;
PTET40304G.strk1;"Pokal Ville";133,6000;"184;185;186;187;189;190;191;192;194;195;197;198;203;204;206;224;250";1
PTET40304G;"";133,6000;;
PTET40304G.attr1;"";173,6000;;
PTET40304E;"";124,8000;;
PTET40304E.attr1;"";164,8000;;
PTET40304C;"";107,2000;;
PTET40304C.attr1;"";147,2000;;
PTET40405G.strk1;"Pokal Vera - 5 storlekar";133,6000;"250";0
PTET40405B;"";133,6000;;
PTFB1A.strk1;"Innbandyboll vit";64,0000;"191";0
PTFB1A;"";64,0000;;
PTFB1C;"";56,0000;;
PTFB1A.attr1;"";96,0000;;
PTFB1C.attr1;"";88,0000;;
PTG042/D1.strk1;"Glas Fotboll";436,0000;"130;186";0
PTG042/D1;"";436,0000;;
PTG042/D1.attr1;"";516,0000;;
PTGL026C.strk1;"Nevada Glaspris Gravyr ingår";468,0000;"130";0
PTGL026A;"";468,0000;;
PTGL026B;"";496,0000;;
PTGL026C;"";548,0000;;
PTGL029B.strk1;"Göteborg blåvit";540,0000;"130";0
PTGL029B;"";540,0000;;
PTGL029B.attr1;"";660,0000;;
PTGL037A.strk1;"Vermont";384,0000;"130;163";0
PTGL037A;"";384,0000;;
PTGL037A.attr1;"";504,0000;;
PTHB3C;"Handbollsfigur Pojke 93mm ";24,0000;"189";0
PTHB4C;"Handbollsfigur Flicka 93mm ";24,0000;"189";0
PTLT04062F.strk1;"Pokal Pelé XL";1736,0000;"251";0
PTLT04062F;"";1736,0000;;
PTLT04062F.attr1;"";1816,0000;;
PTLT04062XXL.strk1;"Pokal Pelé XXL Guld";2352,0000;"251";0
PBPELEXXL;"";2352,0000;;
PBPELEXXL.grav100;"";2432,0000;;
PTLT04062XXL02.strk1;"Pokal Pelé XXL Silver";2352,0000;"251";0
PTLT04062XXL02;"";2352,0000;;
PTLT04062XXL02.attr1;"";2432,0000;;
PTLT04561C.attr1;"Karatepokalen";836,0000;"196";0
PTLT04561A.Karate.strk3;"";836,0000;;
PTLT04561A.Karate.strk3.grav100;"";916,0000;;
PTLT04561B.Karate.strk2;"";1156,0000;;
PTLT04561B.Karate.strk2.grav100;"";1236,0000;;
PTLT04561C.Karate.strk1;"";1276,0000;;
PTLT04561C.Karate.strk1.grav100;"";1356,0000;;
PTLT04561C.strk1;"Stor Pokal Special - 3 storlekar";1156,0000;"196;224;251;276";1
PTLT067B01B;"";1156,0000;;
PTLT067B01B.attr1;"";1236,0000;;
PTM82/D1.strk1;"Glas Blomma";264,0000;"130";0
PTM82/D1;"";264,0000;;
PTM82/D1.attr1;"";344,0000;;
PTM82/D3.strk1;"Glas Hjärta";264,0000;"130;163";0
PTM82/D3;"";264,0000;;
PTM82/D3.attr1;"";344,0000;;
PTM82/D4.strk1;"Tack för gott samarbete";264,0000;"130";1
PTM82D4;"";264,0000;;
PTM82D4.attr1;"";344,0000;;
PTM82/D5.strk1;"Elegant Glaspris Årets Säljare Guld";264,0000;"130";1
PTM82/D5;"";264,0000;;
PTM82/D5.attr1;"";344,0000;;
PTM82/D6.strk1;"Glas Stjärna";264,0000;"130";1
PTM82/D6;"";264,0000;;
PTM82D/6.attr1;"";344,0000;;
PTMD014G.strk1;"PTMD014";52,0000;"227;245";0
PTMD014G;"";52,0000;;
PTMD014G.attr1;"";68,0000;;
PTMD014S;"";52,0000;;
PTMD014S.attr1;"";68,0000;;
PTMD014B;"";52,0000;;
PTMD014B.attr1;"";68,0000;;
PTMD805G.strk1;"Medalj PTMD805";44,0000;"227;245";0
PTMD805G.attr1;"";44,0000;;
PTMD805S.attr1;"";44,0000;;
PTMD854.attr1;"Medalj PTMD854";31,2000;"227;245";0
PTMD854G;"";31,2000;;
PTMD854G.grav15;"";43,2000;;
PTMD854S;"";31,2000;;
PTMD854S.grav15;"";43,2000;;
PTMD854B;"";31,2000;;
PTMD854B.grav15;"";43,2000;;
PTME0091.01.B.strk1;"Medalj Simning 45mm";10,4000;"204;245";0
PTME0091.01.B;"";10,4000;;
PTME0091.01.B.attr1;"";18,4000;;
PTME0091.02.B;"";10,4000;;
PTME0091.02.B.attr1;"";18,4000;;
PTME0091.03.B;"";10,4000;;
PTME0091.03.B.attr1;"";18,4000;;
PTME009201.strk1;"Medalj Löpning 45mm";10,4000;"187;211;245";0
PTME009201;"";10,4000;;
PTME009202;"";10,4000;;
PTME009203;"";10,4000;;
PTME09201.attr1;"";16,8000;;
PTME009202.attr1;"";19,2000;;
PTME009203.attr1;"";19,2000;;
PTME054.01.strk1;"Medalj PTME054";28,8000;"244";0
PTME054.01;"";28,8000;;
PTME054.01.attr1;"";44,8000;;
PTME054.01.attr2;"";60,8000;;
PTME054.01.attr3;"";40,8000;;
PTME054.01.attr4;"";56,8000;;
PTME054.01.attr5;"";36,8000;;
PTME054.01.attr6;"";52,8000;;
PTME054.02;"";28,8000;;
PTME054.02.attr1;"";44,8000;;
PTME054.02.attr2;"";60,8000;;
PTME054.02.attr3;"";40,8000;;
PTME054.02.attr4;"";56,8000;;
PTME054.02.attr5;"";36,8000;;
PTME054.02.attr6;"";52,8000;;
PTME054.03;"";28,8000;;
PTME054.03.attr1;"";44,8000;;
PTME054.03.attr2;"";60,8000;;
PTME054.03.attr3;"";40,8000;;
PTME054.03.attr4;"";56,8000;;
PTME054.03.attr5;"";36,8000;;
PTME054.03.attr6;"";52,8000;;
PTME088.01B.strk1;"Medalj 1-2-3 45mm";10,4000;"245";0
PTME088.01B;"";10,4000;;
PTME088.01B.attr1;"";18,4000;;
PTME088.02B;"";10,4000;;
PTME088.02B.attr1;"";18,4000;;
PTME088.03B;"";10,4000;;
PTME088.03B.attr1;"";18,4000;;
PTME08901.strk1;"Liten fotbollsmedalj 32mm - komplett med band från 50-pack.";400,0000;"186;245";0
PTME08901.50;"";400,0000;;
PTME08901.100;"";800,0000;;
PTME08901.250;"";2000,0000;;
PTME08901.500;"";4000,0000;;
PTME09001B.strk1;"Medalj Soccer 45mm";10,4000;"186;245";0
PTME09001B;"";10,4000;;
PTME09001B.attr1;"";18,4000;;
PTME09002B;"";10,4000;;
PTME09002B.attr1;"";18,4000;;
PTME09003B;"";10,4000;;
PTME09003B.attr1;"";18,4000;;
PTML03461E;"Pokal Pelé guld";572,0000;"251";1
PTML03461D;"";572,0000;;
PTML03562E.strk1;"Pokal Pelé silver";572,0000;"251";1
PTML03562D;"";572,0000;;
PTMMC37050G.attr1;"Medalj Kampsport 90x40mm";15,2000;"245";0
PTMMC37050G;"";15,2000;;
PTMMC37050G.grav10;"";23,2000;;
PTMMC37050S;"";15,2000;;
PTMMC37050S.grav10;"";23,2000;;
PTMMC37050B;"";15,2000;;
PTMMC37050B.grav10;"";23,2000;;
PTMMC5055G.attr1;"Medalj Fotboll Kick 50mm";13,6000;"186;245";0
PTMMC5055G;"";13,6000;;
PTMMC5055S;"";13,6000;;
PTMMC5055G.grav10;"";22,4000;;
PTMMC5055S.grav10;"";22,4000;;
PTMT11301C;"Pokal Stockholm Gravyr ingår";508,0000;"194;196;198;206;220;224;227;251;276";0
PTMT11301C.grav;"";508,0000;;
PTMT11302B.grav;"";484,0000;;
PTMT11303A.grav;"";452,0000;;
PTPW05A.strk1;"Sejdel i stål";720,0000;"125";1
PTPW05A.attr1;"";720,0000;;
PTPW14A;"Sejdel stål - 1 Pint Tankard with Box";900,0000;"125";0
PTPW14A;"";900,0000;;
PTR20591.strk1;"Sandy";68,0000;"202";0
PTR20591;"";68,0000;;
PTR20591.attr1;"";100,0000;;
PTR8329A.attr1;"Pokal Gala";168,0000;"250";0
PT8329C;"";168,0000;;
PT8329C.grav50;"";208,0000;;
PT8329A;"";216,0000;;
PT8329A.grav50;"";256,0000;;
PTR9098C.attr1;"Pokal Sofia - 5 storlekar";80,0000;"250";0
PT9098G;"";80,0000;;
PT9098G.grav30;"";112,0000;;
PT9098F;"";88,0000;;
PT9098F.grav40;"";120,0000;;
PT9098E;"";111,2000;;
PT9098E.grav40;"";143,2000;;
PT9098D;"";135,2000;;
PT9098D.grav40;"";175,2000;;
PT9098C;"";168,0000;;
PT9098C.grav40;"";208,0000;;
PTRCP02P.strk1;"Padeltennis smash";166,4000;"194;283";0
PTRCP02P;"";166,4000;;
PTRCP02P.attr1;"";206,4000;;
PTRE006.14.strk1;"Fotbollsskor/Boll";52,0000;"186;277";0
PTRE006.14;"";52,0000;;
PTRE006.14.attr1;"";76,0000;;
PTRF0101A.strk1;"Tennis Serve";136,0000;"194";0
PTRF0101A;"";136,0000;;
PTRF0101A.attr1;"";176,0000;;
PTRF1123B.strk1;"Lerduvan  Herr";232,0000;"203";0
PTRF1123B;"";232,0000;;
PTRF1123B.attr1;"";272,0000;;
PTRF1124A.strk1;"Samuraj";200,0000;"196;211";0
PTRF1124A;"";200,0000;;
PTRF1124A.attr1;"";240,0000;;
PTRF1126C.attr1;"Steve";296,0000;"227";1
PTRF1126A.grav50;"";296,0000;;
PTRF1126B.grav50;"";344,0000;;
PTRF1126C.grav75;"";412,0000;;
PTRF1127C.strk1;"Gina";412,0000;"227";1
PTRF1127C.attr1;"";412,0000;;
PTRF1128C.strk1;"The Chequered Flag Series";392,0000;"198;292";0
PTRF1128C;"";392,0000;;
PTRF1128C.attr1;"";452,0000;;
PTRF1128B;"";272,0000;;
PTRF1128B.attr1;"";312,0000;;
PTRF1128A;"";216,0000;;
PTRF1128A.attr1;"";256,0000;;
PTRF1130A.strk1;"Sim herr";224,0000;"204";0
PTRF1130A;"";224,0000;;
PTRF1130A.attr1;"";264,0000;;
PTRF1131A.strk1;"Sim dam";224,0000;"204";0
PTRF1131A;"";224,0000;;
PTRF1131A.attr1;"";264,0000;;
PTRF1147B.strk1;"Bengan hockeyspelare";184,0000;"192";0
PTRF1147A;"";184,0000;;
PTRF1147A.attr1;"";224,0000;;
PTRF1148A.strk1;"Lost Balls Golf";224,0000;"227;255";0
PTRF1148A;"";224,0000;;
PTRF1148A.attr1;"";264,0000;;
PTRF1187A.strk1;"Titanium Piston Series";88,0000;"198";1
PTRF1187A;"";88,0000;;
PTRF1187A.attr1;"";128,0000;;
PTRF1192B.strk1;"Silva";272,0000;"196";0
PTRF1192B;"";272,0000;;
PTRF1192B.attr1;"";312,0000;;
PTRF1485C.strk1;"Tech Tower Series";208,0000;"198";1
PTRF1485C;"";208,0000;;
PTRF1485C.attr1;"";248,0000;;
PTRF1485B;"";176,0000;;
PTRF1485B.attr1;"";216,0000;;
PTRF1485A;"";136,0000;;
PTRF1485A.attr1;"";176,0000;;
PTRF15038A.strk1;"Motion Extreme Referee Award";160,0000;"186";0
PTRF15038A;"";160,0000;;
PTRF15038A.attr1;"";200,0000;;
PTRF15040B.strk1;"Motion Extreme Slam Basketball";176,0000;"184;277";0
PTRF15040B;"";176,0000;;
PTRF15040B.attr1;"";216,0000;;
PTRF15128F.strk1;"Titans Poker Award";248,0000;"220";0
PTRF15128F;"";248,0000;;
PTRF15128F.attr1;"";288,0000;;
PTRF16071A.strk1;"Typhoon Table Tennis Award";120,0000;"194";0
PTRF16071A;"";120,0000;;
PTRF16071A.attr1;"";160,0000;;
PTRF16084B.strk1;"Agility, Typhon Dog Award";160,0000;"211";0
PTRF16084B;"";160,0000;;
PTRF16084B.attr1;"";200,0000;;
PTRF16092B.strk1;"Typhoon Martial Arts Award";144,0000;"196";0
PTRF16092B;"";144,0000;;
PTRF16092B.attr1;"";184,0000;;
PTRF17031A.strk1;"Sporting Unity Archery Award";144,0000;"203";0
PTRF17031A;"";144,0000;;
PTRF17031A.attr1;"";184,0000;;
PTRF17031B;"";168,0000;;
PTRF17031B.attr1;"";208,0000;;
PTRF17031C;"";192,0000;;
PTRF17031C.attr1;"";232,0000;;
PTRF17040B.strk1;"MMA Fighter Award";208,0000;"196";0
PTRF17040B;"";208,0000;;
PTRF17040B.attr1;"";248,0000;;
PTRF17392.strk1;"Lerduvan dam";208,0000;"203";0
PTRF17392;"";208,0000;;
PTRF17392.attr1;"";248,0000;;
PTRF18067A.strk1;"Supernova Motorsport Award";304,0000;"198";1
PTRF18067A;"";304,0000;;
PTRF18067A.attr1;"";344,0000;;
PTRF18067B;"";352,0000;;
PTRF18067B.attr1;"";412,0000;;
PTRF18067C;"";392,0000;;
PTRF18067C.attr1;"";452,0000;;
PTRF19089A.strk1;"Power! Weightlifting Award";208,0000;"276";0
PTRF19089A;"";208,0000;;
PTRF19089A.attr1;"";248,0000;;
PTRF2038B.strk1;"Domarpipa Collina";88,0000;"184;186;189;192;211";0
PTRF2038B;"";88,0000;;
PTRF2038B.attr1;"";128,0000;;
PTRF2045A.strk1;"Pinnacle Bass Fishing Award";272,0000;"200";0
PTRF2045A;"";272,0000;;
PTRF2045A.attr1;"";312,0000;;
PTRF2069A.strk1;"Cliff";160,0000;"220";0
PTRF2069A;"";160,0000;;
PTRF2069A.attr1;"";200,0000;;
PTRF2073A.strk1;"Golden Eagle Award";224,0000;"186;203;211;221";1
PTRF2073A;"";224,0000;;
PTRF2073A.attr1;"";264,0000;;
PTRF2079A.strk1;"Kockpris";184,0000;"211";0
PTRF2079A;"";184,0000;;
PTRF2079A.attr1;"";224,0000;;
PTRF2271BR.strk1;"Manlig student";272,0000;"163";0
PTRF2271BR;"";272,0000;;
PTRF2271BR.attr1;"";319,2000;;
PTRF3045A.strk1;"Greyhound Racing Award";320,0000;"211";0
PTRF3045A;"";320,0000;;
PTRF3045A.attr1;"";380,0000;;
PTRF3070A.strk1;"Velocity Trout Award";184,0000;"200";1
PTRF3070A;"";184,0000;;
PTRF3070A.attr1;"";224,0000;;
PTRF3072C.strk1;"PTRF3072C";136,0000;"204";1
PTRF3072C;"";136,0000;;
PTRF3072C.attr1;"";176,0000;;
PTRF3216A.strk1;"Handshake Award";188,0000;"127;277";1
PTRF3216A;"";188,0000;;
PTRF3216A.attr1;"";228,0000;;
PTRF4142B.strk1;"Basketball Shadow Award";176,0000;"184";0
PTRF4142B;"";176,0000;;
PTRF4142B.attr1;"";216,0000;;
PTRFPL1003.strk1;"Woody";240,0000;"227";0
PTRFPL1003;"";240,0000;;
PTRFPL1003.attr1;"";280,0000;;
PTRFPL1007.strk1;"Asafa";184,0000;"187";0
PTRFPL1007;"";184,0000;;
PTRFPL1007.attr1;"";224,0000;;
PTRFST2055BR.strk1;"Kvinnlig student";272,0000;"163";0
PTRFST2055BR;"";272,0000;;
PTRFST2055BR.attr1;"";319,2000;;
PTRFST2074-20/BR.strk1;"Karaoke Trophy 135mm";184,0000;"211";0
PTRFST2074-14/BR;"";184,0000;;
PTRFST2074-14/BR.attr1;"";224,0000;;
PTRFST2089/G.strk1;"Handshake Award";256,0000;"127;186;192";0
PTRFST2089/G;"";256,0000;;
PTRFST2089/G.attr1;"";296,0000;;
PTRFST2105.strk1;"Dartspelare Herr";160,0000;"202";0
PTRFST2105;"";160,0000;;
PTRFST2105.attr1;"";200,0000;;
PTRFST3021S;"Öringen 25cm, Öringskungen 32cm";380,0000;"200";0
PTRFST3021S.attr1;"";380,0000;;
PTRFSTÖRINGK.attr1;"";640,0000;;
PTRFST3022S;"Fiske Gäddan 200mm  Gäddkungen 270 mm";380,0000;"200";0
PTRFST3022S.attr1;"";380,0000;;
PTRFSTGÄDDK.attr1;"";640,0000;;
PTRFXR1537BR.strk1;"PTRFXR1537BR";208,0000;"211";0
PTRFXR1537BR;"";208,0000;;
PTRFXR1537BR.attr1;"";248,0000;;
PTRFXR17511BR.strk1;"Fisk Karpen 290mm";304,0000;"200";0
PTRFXR17511BR;"";304,0000;;
PTRFXR17511BR.attr1;"";344,0000;;
PTRKO1469.strk1;"Double Gloves";176,0000;"196";0
PTRKO1469;"";176,0000;;
PTRKO1469.attr1;"";216,0000;;
PTRME004G.strk1;"Medalj Löpning 50mm";13,6000;"187;211;245";0
PTRME004G;"";13,6000;;
PTRME004G.attr1;"";21,6000;;
PTRME004S;"";13,6000;;
PTRME004S.attr1;"";21,6000;;
PTRME004B;"";13,6000;;
PTRME004B.attr1;"";21,6000;;
PTRMET001B.strk1;"PTRMET001B";800,0000;"211";0
PTRMET001B;"";800,0000;;
PTRMET001B.attr1;"";880,0000;;
PTRMET002B.strk1;"PTRMET002B";640,0000;"186";0
PTRMET002B;"";640,0000;;
PTRMET002B.attr1;"";720,0000;;
PTRMMC1440G.strk1;"Basketbollmedalj 40mm";10,4000;"184;245";0
PTRMMC1440G;"";10,4000;;
PTRMMC1440G.attr1;"";22,4000;;
PTRMMC1440S;"";10,4000;;
PTRMMC1440S.attr1;"";22,4000;;
PTRMMC1440B;"";10,4000;;
PTRMMC1440B.attr1;"";22,4000;;
PTRMMC3079G.strk1;"Medalj Triathlon 70mm";28,8000;"245";0
PTRMMC3079G;"";28,8000;;
PTRMMC3079GG.attr1;"";37,6000;;
PTRMMC3079S;"";28,8000;;
PTRMMC3079S.attr1;"";40,8000;;
PTRMMC3079B;"";28,8000;;
PTRMMC3079B.attr1;"";40,8000;;
PTRMMC5051G.strk1;"Medalj PTRMMC5051";28,8000;"244";0
PTRMMC5051G;"";28,8000;;
PTRMMC5051G.attr1;"";40,8000;;
PTRMMC5051S;"";28,8000;;
PTRMMC5051S.attr1;"";40,8000;;
PTRMMC5051B;"";28,8000;;
PTRMMC5051B.attr1;"";40,8000;;
PTRMMC7070G;"";39,2000;;
PTRMMC7070G.attr1;"";55,2000;;
PTRMMC7070S;"";39,2000;;
PTRMMC7070S.attr1;"";55,2000;;
PTRMMC7070B;"";39,2000;;
PTRMMC7070B.attr1;"";55,2000;;
PTRMMC6850G.strk1;"Basketbollmedalj 50mm";14,4000;"184;245";0
PTRMMC6850G;"";14,4000;;
PTRMMC6850G.attr1;"";22,4000;;
PTRMMC6850S;"";14,4000;;
PTRMMC6850S.attr1;"";22,4000;;
PTRMMC6850B;"";14,4000;;
PTRMMC6850B.attr1;"";22,4000;;
PTRMMC8450G.strk1;"Medalj Friidrott 50mm";13,6000;"245";0
PTRMMC8450G;"";13,6000;;
PTRMMC8450G.attr1;"";25,6000;;
PTRMMC8450S;"";13,6000;;
PTRMMC8450S.attr1;"";25,6000;;
PTRMMC8450B;"";13,6000;;
PTRMMC8450B.attr1;"";25,6000;;
PTRose1.strk1;"Pokal Rose";152,0000;"";1
PTRose2;"";152,0000;;
PTRose2.attr1;"";192,0000;;
PTRose1;"";184,0000;;
PTRose1.attr1;"";224,0000;;
PTRP2002.attr1;"Guldsko Fotboll 250x155mm";636,0000;"186";0
PTRP2002;"";636,0000;;
PTRP2002.grav100;"";716,0000;;
PTRP502023G.strk1;"Card Trophy";216,0000;"220";0
PTRP502023G;"";216,0000;;
PTRP502023G.attr1;"";296,0000;;
PTRP502323G.strk1;"Horse Trophy";216,0000;"190";0
PTRP502323G;"";216,0000;;
PTRP502323G.attr1;"";296,0000;;
PTRS074;"Hole in One 125mm";128,0000;"227";0
PTRS074;"";128,0000;;
PTRS074;"";168,0000;;
PTRS126.strk1;"Male Golf Figure 215mm";236,0000;"227";0
PTRS126;"";236,0000;;
PTRS126.attr1;"";284,0000;;
PTRS132.strk1;"Female Golf Figure 220mm";284,0000;"227";0
PTRS132.attr1;"";284,0000;;
PTRS432.strk1;"Cricket Man";152,0000;"185";0
PTRS432;"";152,0000;;
PTRS432.attr1;"";192,0000;;
PTRS435.strk1;"Cricket Ball";112,0000;"185";0
PTRS435;"";112,0000;;
PTRS435.attr1;"";152,0000;;
PTRS513.strk1;"PTRS513";312,0000;"227";0
PTRS513.attr1;"";312,0000;;
PTRS568.strk1;"PTRS568";256,0000;"186";0
PTRS568;"";256,0000;;
PTRS568.attr1;"";296,0000;;
PTRS630.strk1;"PTRS630";64,0000;"194";0
PTRS630;"";64,0000;;
PTRS630.attr1;"";96,0000;;
PTRS631;"";88,0000;;
PTRS631.attr1;"";128,0000;;
PTRS632;"";136,0000;;
PTRS632.attr1;"";176,0000;;
PTRS722.strk1;"Gold Ball Resin";380,0000;"186";1
PTRS722.attr1;"";380,0000;;
PTRS816.strk1;"Shit Prize";124,0000;"255";0
PTRS816;"";124,0000;;
PTRS816.attr1;"";164,0000;;
PTRS872.strk1;"PTRS872";256,0000;"186";0
PTRS872;"";256,0000;;
PTRS872.attr1;"";296,0000;;
PTRS954;"In the Water 130mm";140,0000;"227;255";0
PTRS954;"";140,0000;;
PTRS954;"";180,0000;;
PTRTY1203BR.strk1;"SlamDunk Basketball";160,0000;"184";0
PTRTY1203BR;"";160,0000;;
PTRTY1203BR.attr1;"";200,0000;;
PTRTY2065BR.strk1;"PTRTY2065BR Pistolskyttepris";160,0000;"203";0
PTRTY2065BR;"";160,0000;;
PTRTY2065BR.attr1;"";200,0000;;
PTRTY3065BR.strk1;"PTRTY3065BR gevärsskytte";160,0000;"203";0
PTRTY3065BR;"";160,0000;;
PTRTY3065BR.attr1;"";200,0000;;
PTRTY3786BR.strk1;"PTRTY3786BR";280,0000;"211";0
PTRTY3786BR;"";280,0000;;
PTRTY3786BR.attr1;"";320,0000;;
PTSET30601A.strk1;"Pokal Mini 145mm Låda med 24st.";52,0000;"250";0
PTSET30601A;"";52,0000;;
PTSET30602A;"";52,0000;;
PTSET30601A.grav15;"";68,0000;;
PTSET30602A.grav15;"";68,0000;;
PTSME01801;"Medalj Löpning";6,4000;"289";0
PTSME01802;"";6,4000;;
PTSME01803;"";6,4000;;
PTSME024.01.strk1;"Medalj 2a & 3a 45mm";7,2000;"289";1
PTSME024.01;"";7,2000;;
PTSME024.02;"";7,2000;;
PTSME024.03;"";7,2000;;
PTSME02801.strk1;"Medalj Kampsport 70mm";23,2000;"196;245";0
PTSME02801;"";23,2000;;
PTSME02801.attr1;"";34,4000;;
PTSME02802;"";23,2000;;
PTSME02802.attr1;"";34,4000;;
PTSME02803;"";23,2000;;
PTSME02803.attr1;"";34,4000;;
PTStjarnaXLPM;"Guldstjärna XL 240mm";752,0000;"127";0
PTStjarnaXLPM;"";752,0000;;
PTStjarnaXLPM;"";832,0000;;
PTStjärna.B.attr1;"Bronsstjärna 175mm";476,0000;"127;196;198;203;211;220;224";0
PTStjärna.B;"";476,0000;;
PTStjärna.B.grav75;"";556,0000;;
PTStjärna.G.attr1;"Guldstjärna 175mm & 225mm";472,0000;"127;198;203;211;220;224;276;283";0
PTStjärna.G.attr1;"";472,0000;;
PTStjärna.G.attr1;"";552,0000;;
PTStjärnaXLG;"";552,0000;;
PTStjärna.G.attr1;"";632,0000;;
PTStjärna.S.attr1;"Silverstjärna 175mm";476,0000;"127;198;211;220;224;276;283";0
PTStjärna.S;"";476,0000;;
PTStjärna.S.grav75;"";556,0000;;
PTT0401;"Upright & Star Award";756,0000;"127;130";0
PTT0408.strk1;"PTT0408";880,0000;"127;130";0
PTT0408;"";880,0000;;
PTT0408.attr1;"";1040,0000;;
PTT0784.strk1;"Palermo";344,0000;"130;186";1
PTT0784;"";344,0000;;
PTT0784.attr1;"";464,0000;;
PTT0800;"Circular Crystal Golf Award";800,0000;"227";1
PTT0802;"";800,0000;;
PTT0878.strk1;"Crystal Block 160x80x40, gravyr ingår";996,0000;"127;130";0
PTT0898;"Crystal Golf Ball Award";760,0000;"227";0
PTT0898.strk2.grav;"";760,0000;;
PTT0907;"Octagon Clear Glass Gravyr ingår";692,0000;"130";0
PTT0907.grav;"";692,0000;;
PTT0910;"Clear Glass Flame              gravyr ingår";640,0000;"130";0
PTT0916.strk1;"Clear Glass Rectangle";316,0000;"130";1
PTT0916;"";316,0000;;
PTT0916.attr1;"";436,0000;;
PTT1161;"Crystal Rectangle gravyr ingår";500,0000;"122;130";0
PTT0832;"";500,0000;;
PTT1161;"";464,0000;;
